,market,airlineaa,airlinedl,airlineua,airlineal,airlinelcc,airlinewn,airport1,population1,tourism1,airport2,population2,tourism2,distance,passengers
1436,DFWSBA,1,0,0,0,0,0,DFW,534694,0,SBA,92325,1,1317,1543
1437,DFWSDF,1,1,0,1,0,0,DFW,534694,0,SDF,256231,0,733,7988
1438,DFWSEA,1,1,1,1,1,0,DFW,534694,0,SEA,563374,0,1660,30952
1439,DFWSFO,1,1,1,1,1,0,DFW,534694,0,SFO,776733,1,1464,36541
1440,DFWSHV,1,1,0,0,0,0,DFW,534694,0,SHV,200145,0,190,1913
1441,DFWSJC,1,1,1,1,0,0,DFW,534694,0,SJC,894943,1,1438,25889
1442,DFWSLC,1,1,1,1,1,0,DFW,534694,0,SLC,181743,0,988,18075
1443,DFWSMF,1,1,1,1,0,0,DFW,534694,0,SMF,407018,1,1431,10187
1444,DFWSNA,1,1,1,1,0,0,DFW,534694,0,SNA,337977,1,1205,20069
1445,DFWSRQ,0,1,0,0,0,0,DFW,534694,0,SRQ,52715,1,969,946
1446,DFWSTL,1,0,0,1,0,0,DFW,534694,0,STL,348189,0,551,27109
1447,DFWSYR,1,1,0,1,0,0,DFW,534694,0,SYR,147306,0,1338,3021
1448,DFWTOL,1,0,0,0,1,0,DFW,534694,0,TOL,313619,0,993,1880
1449,DFWTPA,1,1,0,1,1,0,DFW,534694,0,TPA,303447,1,929,28930
1450,DFWTRI,0,1,0,0,0,0,DFW,534694,0,TRI,115531,0,869,1241
1451,DFWTUL,1,1,0,0,0,0,DFW,534694,0,TUL,393049,0,237,12811
1452,DFWTUS,1,1,0,1,0,0,DFW,534694,0,TUS,486699,0,813,8016
1453,DFWTYS,1,1,0,0,0,0,DFW,534694,0,TYS,173890,0,772,4600
1454,DSMFLL,1,0,0,0,0,0,DSM,198682,0,FLL,152397,1,1315,1547
1455,DSMIAD,1,0,1,0,0,0,DSM,198682,0,IAD,572059,0,888,1380
1456,DSMIND,1,0,1,1,0,0,DSM,198682,0,IND,781870,0,407,1844
1457,DSMLAX,1,0,1,1,0,0,DSM,198682,0,LAX,3694820,1,1451,3563
1458,DSMLGA,1,0,1,1,0,0,DSM,198682,0,LGA,8008278,0,1031,3970
1459,DSMMCO,1,1,1,1,0,0,DSM,198682,0,MCO,185951,1,1140,4611
1460,DSMMEM,0,0,0,1,0,0,DSM,198682,0,MEM,650100,0,490,945
1461,DSMMIA,1,0,1,0,0,0,DSM,198682,0,MIA,362470,1,1327,1952
1462,DSMMSY,1,0,0,1,0,0,DSM,198682,0,MSY,484674,0,839,1085
1463,DSMORD,1,0,1,0,0,0,DSM,198682,0,ORD,2896016,0,299,7222
1464,DSMPDX,0,0,1,0,0,0,DSM,198682,0,PDX,529121,0,1581,1351
1465,DSMRDU,1,0,0,1,0,0,DSM,198682,0,RDU,463128,0,895,1575
1466,DSMRSW,1,0,0,0,0,0,DSM,198682,0,RSW,51970,1,1239,1699
1467,DSMSAN,1,0,1,0,0,0,DSM,198682,0,SAN,1223400,1,1442,2165
1468,DSMSAT,1,0,1,0,0,0,DSM,198682,0,SAT,1144646,0,870,1211
1469,DSMSEA,1,0,1,1,0,0,DSM,198682,0,SEA,563374,0,1464,2440
1470,DSMSFO,1,0,1,1,0,0,DSM,198682,0,SFO,776733,1,1549,2917
1471,DSMSJC,0,0,0,0,0,0,DSM,198682,0,SJC,894943,1,1537,867
1472,DSMSLC,0,0,1,0,0,0,DSM,198682,0,SLC,181743,0,980,1039
1473,DSMSMF,0,0,1,0,0,0,DSM,198682,0,SMF,407018,1,1499,986
1474,DSMSNA,1,0,1,0,0,0,DSM,198682,0,SNA,337977,1,1435,1124
1475,DSMSTL,1,0,0,0,0,0,DSM,198682,0,STL,348189,0,260,2903
1476,DSMTPA,1,0,1,1,0,0,DSM,198682,0,TPA,303447,1,1127,2062
1477,ELPFLL,1,1,0,1,0,0,ELP,563662,0,FLL,152397,1,1632,1477
1478,ELPHOU,0,0,0,0,0,1,ELP,563662,0,HOU,1953631,0,677,8484
1479,ELPIAD,1,0,0,0,0,0,ELP,563662,0,IAD,572059,0,1697,924
1480,ELPIND,1,0,0,1,0,0,ELP,563662,0,IND,781870,0,1250,2088
1481,ELPJFK,0,0,0,0,0,0,ELP,563662,0,JFK,8008278,0,1942,425
1482,ELPLAX,0,1,0,1,0,1,ELP,563662,0,LAX,3694820,1,714,14951
1483,ELPLGA,1,1,0,1,0,0,ELP,563662,0,LGA,8008278,0,1904,2306
1484,ELPLIT,1,1,0,0,0,1,ELP,563662,0,LIT,183133,0,843,1144
1485,ELPMCI,1,0,0,0,0,1,ELP,563662,0,MCI,441545,0,941,2373
1486,ELPMCO,1,1,0,1,0,1,ELP,563662,0,MCO,185951,1,1515,4176
1487,ELPMDW,0,0,0,0,0,1,ELP,563662,0,MDW,2896016,0,1237,1617
1488,ELPMFE,1,0,0,1,0,0,ELP,563662,0,MFE,106414,0,983,704
1489,ELPMIA,1,0,0,1,0,0,ELP,563662,0,MIA,362470,1,1631,1086
1490,ELPMKE,0,0,0,0,0,0,ELP,563662,0,MKE,596974,0,1303,483
1491,ELPMSY,1,0,0,1,0,1,ELP,563662,0,MSY,484674,0,965,2004
1492,ELPOAK,0,0,0,1,0,1,ELP,563662,0,OAK,399484,1,987,4086
1493,ELPOKC,1,0,0,0,0,1,ELP,563662,0,OKC,506132,0,563,1543
1494,ELPOMA,1,0,0,0,0,0,ELP,563662,0,OMA,390007,0,1035,662
1495,ELPORD,1,0,0,0,0,0,ELP,563662,0,ORD,2896016,0,1236,8002
1496,ELPORF,1,1,0,0,0,0,ELP,563662,0,ORF,234403,0,1753,852
1497,ELPPDX,0,0,0,1,0,1,ELP,563662,0,PDX,529121,0,1288,2066
1498,ELPPVD,1,0,0,0,0,0,ELP,563662,0,PVD,173618,0,2040,638
1499,ELPRDU,1,1,0,1,0,1,ELP,563662,0,RDU,463128,0,1606,2210
1500,ELPSAN,0,0,0,1,0,1,ELP,563662,0,SAN,1223400,1,636,6706
1501,ELPSAT,0,0,0,0,0,1,ELP,563662,0,SAT,1144646,0,496,12547
1502,ELPSDF,1,0,0,1,0,0,ELP,563662,0,SDF,256231,0,1276,786
1503,ELPSEA,1,1,0,1,0,1,ELP,563662,0,SEA,563374,0,1368,3926
1504,ELPSFO,0,0,0,1,0,0,ELP,563662,0,SFO,776733,1,993,1290
1505,ELPSJC,0,0,0,1,0,1,ELP,563662,0,SJC,894943,1,964,3576
1506,ELPSLC,0,0,0,1,0,1,ELP,563662,0,SLC,181743,0,693,2415
1507,ELPSMF,0,0,0,1,0,1,ELP,563662,0,SMF,407018,1,981,2359
1508,ELPSNA,0,0,0,1,0,0,ELP,563662,0,SNA,337977,1,685,1072
1509,ELPSTL,1,0,0,0,0,1,ELP,563662,0,STL,348189,0,1022,1850
1510,ELPTPA,1,0,0,1,0,1,ELP,563662,0,TPA,303447,1,1454,1797
1511,ELPTUL,1,0,0,0,0,1,ELP,563662,0,TUL,393049,0,673,1319
1512,ELPTUS,0,0,0,1,0,0,ELP,563662,0,TUS,486699,0,269,422
1513,FATGEG,0,0,0,0,1,0,FAT,427652,1,GEG,195629,0,757,651
1514,FATJFK,1,0,0,0,0,0,FAT,427652,1,JFK,8008278,0,2490,1014
1515,FATLAX,1,0,0,0,0,0,FAT,427652,1,LAX,3694820,1,209,2282
1516,FATMCI,0,0,0,0,0,0,FAT,427652,1,MCI,441545,0,1377,1518
1517,FATMCO,1,0,0,0,0,0,FAT,427652,1,MCO,185951,1,2297,867
1518,FATMIA,0,0,0,0,0,0,FAT,427652,1,MIA,362470,1,2434,463
1519,FATORD,1,0,0,0,0,0,FAT,427652,1,ORD,2896016,0,1732,1960
1520,FATPDX,0,0,0,0,1,0,FAT,427652,1,PDX,529121,0,695,2473
1521,FATSAN,1,0,0,0,0,0,FAT,427652,1,SAN,1223400,1,318,1347
1522,FATSAT,0,0,0,0,0,0,FAT,427652,1,SAT,1144646,0,1336,836
1523,FATSEA,0,0,0,0,1,0,FAT,427652,1,SEA,563374,0,748,5888
1524,FATSTL,1,0,0,0,0,0,FAT,427652,1,STL,348189,0,1606,744
1525,FLLFNT,0,0,0,1,1,0,FLL,152397,1,FNT,124943,0,1183,1694
1526,FLLGEG,0,0,0,0,0,1,FLL,152397,1,GEG,195629,0,2511,1081
1527,FLLGRR,1,0,0,1,0,0,FLL,152397,1,GRR,197800,0,1200,2727
1528,FLLGSO,0,1,0,1,1,0,FLL,152397,1,GSO,223891,0,712,4561
1529,FLLGSP,0,1,0,1,0,0,FLL,152397,1,GSP,56720,0,708,1389
1530,FLLHOU,1,1,0,0,1,1,FLL,152397,1,HOU,1953631,0,957,5324
1531,FLLIAD,0,1,0,1,1,0,FLL,152397,1,IAD,572059,0,901,15651
1532,FLLICT,1,1,0,0,0,0,FLL,152397,1,ICT,344284,0,1304,858
1533,FLLIND,1,1,0,1,1,1,FLL,152397,1,IND,781870,0,1005,18298
1534,FLLISP,0,1,0,0,0,1,FLL,152397,1,ISP,17932,0,1093,27707
1535,FLLJAN,0,1,0,0,0,1,FLL,152397,1,JAN,184256,0,737,1966
1536,FLLJAX,0,0,0,0,0,1,FLL,152397,1,JAX,735617,1,318,28403
1537,FLLJFK,0,1,0,0,1,0,FLL,152397,1,JFK,8008278,0,1069,82319
1538,FLLLAN,0,0,0,1,0,0,FLL,152397,1,LAN,119128,0,1190,560
1539,FLLLAX,1,1,1,1,1,1,FLL,152397,1,LAX,3694820,1,2342,29732
1540,FLLLEX,0,1,0,0,0,0,FLL,152397,1,LEX,260512,0,884,1605
1541,FLLLGA,1,1,0,1,1,0,FLL,152397,1,LGA,8008278,0,1076,129944
1542,FLLLIT,1,1,0,0,0,0,FLL,152397,1,LIT,183133,0,1034,2137
1543,FLLMBS,0,0,0,1,0,0,FLL,152397,1,MBS,61799,0,1225,573
1544,FLLMCI,1,1,0,1,0,1,FLL,152397,1,MCI,441545,0,1242,10149
1545,FLLMCO,0,0,0,0,0,1,FLL,152397,1,MCO,185951,1,178,25534
1546,FLLMDT,0,1,0,1,0,0,FLL,152397,1,MDT,48880,0,993,2233
1547,FLLMDW,0,0,0,1,1,1,FLL,152397,1,MDW,2896016,0,1166,36952
1548,FLLMEM,0,1,0,1,1,0,FLL,152397,1,MEM,650100,0,851,4642
1549,FLLMKE,1,1,0,1,0,0,FLL,152397,1,MKE,596974,0,1243,6542
1550,FLLMOB,0,1,0,0,0,0,FLL,152397,1,MOB,198915,0,883,871
1551,FLLMSY,0,1,0,1,1,1,FLL,152397,1,MSY,484674,0,673,13481
1552,FLLOAK,1,1,0,1,1,1,FLL,152397,1,OAK,399484,1,2575,5539
1553,FLLOKC,1,1,0,1,0,0,FLL,152397,1,OKC,506132,0,1218,2687
1554,FLLOMA,1,1,0,1,0,1,FLL,152397,1,OMA,390007,0,1382,3413
1555,FLLORD,1,1,1,1,1,0,FLL,152397,1,ORD,2896016,0,1182,45175
1556,FLLORF,0,1,0,1,0,0,FLL,152397,1,ORF,234403,0,781,4845
1557,FLLPDX,1,1,1,1,0,1,FLL,152397,1,PDX,529121,0,2693,5660
1558,FLLPHF,0,0,0,0,1,0,FLL,152397,1,PHF,180150,0,913,1214
1559,FLLPNS,0,1,0,0,0,0,FLL,152397,1,PNS,56255,1,525,605
1560,FLLPVD,0,1,0,1,0,1,FLL,152397,1,PVD,173618,0,1188,17953
1561,FLLRDU,0,1,0,1,1,1,FLL,152397,1,RDU,463128,0,680,15911
1562,FLLRIC,0,1,0,1,0,0,FLL,152397,1,RIC,197790,0,845,3424
1563,FLLROC,0,1,0,1,1,0,FLL,152397,1,ROC,219773,0,1183,5304
1564,FLLSAN,1,1,0,1,0,1,FLL,152397,1,SAN,1223400,1,2268,9353
1565,FLLSAT,1,1,0,1,0,1,FLL,152397,1,SAT,1144646,0,1145,4971
1566,FLLSDF,0,1,0,1,1,1,FLL,152397,1,SDF,256231,0,896,5368
1567,FLLSEA,1,1,1,1,0,1,FLL,152397,1,SEA,563374,0,2717,12321
1568,FLLSFO,1,1,1,1,0,0,FLL,152397,1,SFO,776733,1,2583,7942
1569,FLLSJC,1,1,0,1,0,0,FLL,152397,1,SJC,894943,1,2557,4828
1570,FLLSLC,1,1,0,1,0,0,FLL,152397,1,SLC,181743,0,2083,5963
1571,FLLSMF,1,1,0,1,0,1,FLL,152397,1,SMF,407018,1,2549,4391
1572,FLLSNA,1,1,0,1,0,0,FLL,152397,1,SNA,337977,1,2310,3877
1573,FLLSTL,1,1,0,1,0,1,FLL,152397,1,STL,348189,0,1056,14217
1574,FLLSYR,0,1,0,1,1,0,FLL,152397,1,SYR,147306,0,1197,4470
1575,FLLTOL,0,1,0,0,1,0,FLL,152397,1,TOL,313619,0,1090,2263
1576,FLLTPA,0,1,0,0,0,1,FLL,152397,1,TPA,303447,1,197,43026
1577,FLLTRI,0,1,0,0,0,0,FLL,152397,1,TRI,115531,0,752,629
1578,FLLTUL,1,1,0,1,0,0,FLL,152397,1,TUL,393049,0,1162,3239
1579,FLLTUS,1,1,0,1,0,0,FLL,152397,1,TUS,486699,0,1901,1384
1580,FLLTYS,0,1,0,1,0,0,FLL,152397,1,TYS,173890,0,733,2819
1581,FNTHOU,0,0,0,0,1,0,FNT,124943,0,HOU,1953631,0,1150,304
1582,FNTIND,0,0,0,1,0,0,FNT,124943,0,IND,781870,0,287,291
1583,FNTJAX,0,0,0,1,1,0,FNT,124943,0,JAX,735617,1,870,1043
1584,FNTLAX,0,0,0,1,0,0,FNT,124943,0,LAX,3694820,1,1967,750
1585,FNTLGA,0,0,0,1,0,0,FNT,124943,0,LGA,8008278,0,557,432
1586,FNTMCI,0,0,0,1,0,0,FNT,124943,0,MCI,441545,0,647,587
1587,FNTMCO,0,0,0,1,1,0,FNT,124943,0,MCO,185951,1,1013,4952
1588,FNTMEM,0,0,0,1,0,0,FNT,124943,0,MEM,650100,0,666,646
1589,FNTMIA,0,0,0,1,1,0,FNT,124943,0,MIA,362470,1,1201,1157
1590,FNTMSY,0,0,0,1,1,0,FNT,124943,0,MSY,484674,0,982,631
1591,FNTORD,0,0,0,1,0,0,FNT,124943,0,ORD,2896016,0,291,1182
1592,FNTPBI,0,0,0,0,0,0,FNT,124943,0,PBI,82103,1,1143,303
1593,FNTRDU,0,0,0,1,0,0,FNT,124943,0,RDU,463128,0,557,769
1594,FNTRSW,0,0,0,1,1,0,FNT,124943,0,RSW,51970,1,1141,1665
1595,FNTSAN,0,0,0,1,0,0,FNT,124943,0,SAN,1223400,1,2013,315
1596,FNTSEA,0,0,0,1,0,0,FNT,124943,0,SEA,563374,0,1890,293
1597,FNTSFO,0,0,0,1,0,0,FNT,124943,0,SFO,776733,1,2080,371
1598,FNTSTL,0,0,0,1,0,0,FNT,124943,0,STL,348189,0,496,775
1599,FNTTPA,0,0,0,1,1,0,FNT,124943,0,TPA,303447,1,1039,4003
1600,FWALAX,1,0,0,0,0,0,FWA,205727,0,LAX,3694820,1,1902,1463
1601,FWALGA,0,0,0,1,0,0,FWA,205727,0,LGA,8008278,0,592,1104
1602,FWAMCI,0,0,0,1,0,0,FWA,205727,0,MCI,441545,0,552,1059
1603,FWAMCO,0,1,0,1,0,0,FWA,205727,0,MCO,185951,1,892,1721
1604,FWAORD,1,0,1,0,0,0,FWA,205727,0,ORD,2896016,0,157,1606
1605,FWARSW,0,1,0,0,0,0,FWA,205727,0,RSW,51970,1,1015,973
1606,FWASRQ,0,1,0,0,0,0,FWA,205727,0,SRQ,52715,1,948,514
1607,FWATPA,0,1,0,1,0,0,FWA,205727,0,TPA,303447,1,909,1391
1608,GEGHOU,0,0,0,0,0,0,GEG,195629,0,HOU,1953631,0,1759,622
1609,GEGIAD,0,0,1,0,0,0,GEG,195629,0,IAD,572059,0,2082,1037
1610,GEGIND,0,0,1,1,0,0,GEG,195629,0,IND,781870,0,1675,1290
1611,GEGLAX,0,1,0,1,1,1,GEG,195629,0,LAX,3694820,1,945,9757
1612,GEGLGA,0,0,1,1,0,0,GEG,195629,0,LGA,8008278,0,2189,958
1613,GEGMCI,0,1,1,1,0,1,GEG,195629,0,MCI,441545,0,1369,1888
1614,GEGMCO,0,1,1,1,0,1,GEG,195629,0,MCO,185951,1,2345,3095
1615,GEGMDW,0,0,0,0,0,1,GEG,195629,0,MDW,2896016,0,1524,461
1616,GEGMIA,0,0,0,0,0,0,GEG,195629,0,MIA,362470,1,2519,627
1617,GEGMKE,0,0,0,1,0,0,GEG,195629,0,MKE,596974,0,1471,578
1618,GEGMSY,0,1,1,1,0,0,GEG,195629,0,MSY,484674,0,1892,1436
1619,GEGOAK,0,0,0,0,1,1,GEG,195629,0,OAK,399484,1,723,9608
1620,GEGOKC,0,1,1,0,0,0,GEG,195629,0,OKC,506132,0,1331,831
1621,GEGOMA,0,0,1,0,0,0,GEG,195629,0,OMA,390007,0,1308,870
1622,GEGORD,0,0,1,1,0,0,GEG,195629,0,ORD,2896016,0,1498,3838
1623,GEGPDX,0,0,0,0,1,1,GEG,195629,0,PDX,529121,0,279,25350
1624,GEGRDU,0,0,0,1,0,0,GEG,195629,0,RDU,463128,0,2145,763
1625,GEGSAN,0,1,0,1,1,1,GEG,195629,0,SAN,1223400,1,1027,6177
1626,GEGSAT,0,1,1,1,0,0,GEG,195629,0,SAT,1144646,0,1630,1620
1627,GEGSEA,0,0,0,0,1,1,GEG,195629,0,SEA,563374,0,224,59021
1628,GEGSFO,0,0,0,0,1,0,GEG,195629,0,SFO,776733,1,733,3734
1629,GEGSJC,0,0,0,0,1,1,GEG,195629,0,SJC,894943,1,742,5616
1630,GEGSLC,0,1,0,0,0,1,GEG,195629,0,SLC,181743,0,546,7134
1631,GEGSMF,0,0,0,0,1,1,GEG,195629,0,SMF,407018,1,649,7890
1632,GEGSNA,0,0,0,0,1,0,GEG,195629,0,SNA,337977,1,962,3823
1633,GEGSTL,0,0,1,1,0,1,GEG,195629,0,STL,348189,0,1493,1919
1634,GEGTPA,0,0,1,0,0,0,GEG,195629,0,TPA,303447,1,2315,981
1635,GEGTUS,0,0,0,1,1,0,GEG,195629,0,TUS,486699,0,1125,1566
1636,GRRGSO,0,0,0,1,0,0,GRR,197800,0,GSO,223891,0,555,847
1637,GRRIAD,0,0,1,1,0,0,GRR,197800,0,IAD,572059,0,502,1084
1638,GRRJAX,0,0,0,1,0,0,GRR,197800,0,JAX,735617,1,882,1121
1639,GRRLAX,1,0,1,1,0,0,GRR,197800,0,LAX,3694820,1,1874,5267
1640,GRRLGA,0,0,1,1,0,0,GRR,197800,0,LGA,8008278,0,618,5097
1641,GRRMCI,1,0,1,1,0,0,GRR,197800,0,MCI,441545,0,539,1610
1642,GRRMCO,1,1,1,1,0,0,GRR,197800,0,MCO,185951,1,1023,8155
1643,GRRMEM,0,0,0,1,0,0,GRR,197800,0,MEM,650100,0,591,1289
1644,GRRMIA,1,0,1,1,0,0,GRR,197800,0,MIA,362470,1,1215,3269
1645,GRRMSY,0,0,0,1,0,0,GRR,197800,0,MSY,484674,0,940,1063
1646,GRRORD,1,0,1,0,0,0,GRR,197800,0,ORD,2896016,0,137,3336
1647,GRRORF,0,0,0,1,0,0,GRR,197800,0,ORF,234403,0,649,669
1648,GRRPBI,0,1,0,1,0,0,GRR,197800,0,PBI,82103,1,1158,1835
1649,GRRPDX,0,0,1,1,0,0,GRR,197800,0,PDX,529121,0,1834,1258
1650,GRRPVD,0,0,0,1,0,0,GRR,197800,0,PVD,173618,0,734,824
1651,GRRRDU,0,0,0,1,0,0,GRR,197800,0,RDU,463128,0,621,1476
1652,GRRRSW,0,1,0,1,0,0,GRR,197800,0,RSW,51970,1,1147,3336
1653,GRRSAN,1,0,1,1,0,0,GRR,197800,0,SAN,1223400,1,1860,2052
1654,GRRSAT,1,0,0,1,0,0,GRR,197800,0,SAT,1144646,0,1167,1131
1655,GRRSDF,0,0,0,1,0,0,GRR,197800,0,SDF,256231,0,351,601
1656,GRRSEA,1,0,1,1,0,0,GRR,197800,0,SEA,563374,0,1807,3171
1657,GRRSFO,1,0,1,1,0,0,GRR,197800,0,SFO,776733,1,1983,4220
1658,GRRSLC,0,0,0,1,0,0,GRR,197800,0,SLC,181743,0,1386,1016
1659,GRRSMF,0,0,0,1,0,0,GRR,197800,0,SMF,407018,1,1899,712
1660,GRRSNA,0,0,1,1,0,0,GRR,197800,0,SNA,337977,1,1856,1542
1661,GRRSRQ,0,1,0,1,0,0,GRR,197800,0,SRQ,52715,1,1080,1309
1662,GRRSTL,1,0,0,1,0,0,GRR,197800,0,STL,348189,0,381,1712
1663,GRRTPA,1,1,1,1,0,0,GRR,197800,0,TPA,303447,1,1041,5154
1664,GRRTUS,1,0,0,1,0,0,GRR,197800,0,TUS,486699,0,1574,841
1665,GSOHOU,0,1,0,0,1,0,GSO,223891,0,HOU,1953631,0,1001,996
1666,GSOIND,0,1,0,1,0,0,GSO,223891,0,IND,781870,0,428,1315
1667,GSOJAX,0,1,0,1,1,0,GSO,223891,0,JAX,735617,1,411,2754
1668,GSOLAX,1,1,0,1,0,0,GSO,223891,0,LAX,3694820,1,2207,4364
1669,GSOLGA,1,0,0,1,1,0,GSO,223891,0,LGA,8008278,0,461,18716
1670,GSOMCI,0,1,0,1,0,0,GSO,223891,0,MCI,441545,0,838,2250
1671,GSOMCO,0,1,0,1,1,0,GSO,223891,0,MCO,185951,1,534,10537
1672,GSOMDW,0,0,0,0,1,0,GSO,223891,0,MDW,2896016,0,579,1096
1673,GSOMEM,0,1,0,1,1,0,GSO,223891,0,MEM,650100,0,570,3657
1674,GSOMIA,0,1,0,1,1,0,GSO,223891,0,MIA,362470,1,710,4619
1675,GSOMKE,0,1,0,1,0,0,GSO,223891,0,MKE,596974,0,648,1110
1676,GSOMOB,0,1,0,0,0,0,GSO,223891,0,MOB,198915,0,608,471
1677,GSOMSY,0,1,0,1,1,0,GSO,223891,0,MSY,484674,0,731,3143
1678,GSOORD,1,1,1,1,0,0,GSO,223891,0,ORD,2896016,0,590,7915
1679,GSOPBI,0,1,0,1,0,0,GSO,223891,0,PBI,82103,1,648,1762
1680,GSOPDX,0,1,1,0,0,0,GSO,223891,0,PDX,529121,0,2305,1269
1681,GSOPVD,0,0,0,1,0,0,GSO,223891,0,PVD,173618,0,603,1333
1682,GSOROC,0,0,0,1,0,0,GSO,223891,0,ROC,219773,0,528,768
1683,GSORSW,0,1,0,1,0,0,GSO,223891,0,RSW,51970,1,667,1652
1684,GSOSAN,0,1,0,1,0,0,GSO,223891,0,SAN,1223400,1,2159,2116
1685,GSOSAT,0,1,0,1,0,0,GSO,223891,0,SAT,1144646,0,1167,1314
1686,GSOSDF,0,1,0,0,0,0,GSO,223891,0,SDF,256231,0,413,1095
1687,GSOSEA,0,1,0,1,0,0,GSO,223891,0,SEA,563374,0,2294,2731
1688,GSOSFO,0,1,0,1,0,0,GSO,223891,0,SFO,776733,1,2366,2242
1689,GSOSLC,0,1,0,0,0,0,GSO,223891,0,SLC,181743,0,1757,1168
1690,GSOSTL,0,1,0,1,0,0,GSO,223891,0,STL,348189,0,637,1388
1691,GSOTPA,0,1,0,1,1,0,GSO,223891,0,TPA,303447,1,580,5135
1692,GSPIND,0,1,0,1,0,0,GSP,56720,0,IND,781870,0,401,1463
1693,GSPJAX,0,1,0,0,0,0,GSP,56720,0,JAX,735617,1,405,562
1694,GSPLAX,1,1,0,0,0,0,GSP,56720,0,LAX,3694820,1,2060,2353
1695,GSPLGA,0,0,0,0,0,0,GSP,56720,0,LGA,8008278,0,610,5857
1696,GSPMCI,0,1,0,0,0,0,GSP,56720,0,MCI,441545,0,761,1093
1697,GSPMCO,0,1,0,1,0,0,GSP,56720,0,MCO,185951,1,449,3543
1698,GSPMEM,0,1,0,0,0,0,GSP,56720,0,MEM,650100,0,441,736
1699,GSPMIA,0,1,0,1,0,0,GSP,56720,0,MIA,362470,1,682,1340
1700,GSPMSY,0,1,0,0,0,0,GSP,56720,0,MSY,484674,0,578,985
1701,GSPORD,1,1,0,1,0,0,GSP,56720,0,ORD,2896016,0,577,4287
1702,GSPORF,0,0,0,0,0,0,GSP,56720,0,ORF,234403,0,365,499
1703,GSPPBI,0,1,0,0,0,0,GSP,56720,0,PBI,82103,1,666,833
1704,GSPPVD,0,0,0,1,0,0,GSP,56720,0,PVD,173618,0,751,1117
1705,GSPRIC,0,0,0,0,0,0,GSP,56720,0,RIC,197790,0,332,640
1706,GSPRSW,0,1,0,0,0,0,GSP,56720,0,RSW,51970,1,668,478
1707,GSPSAN,0,1,0,0,0,0,GSP,56720,0,SAN,1223400,1,2008,1164
1708,GSPSAT,0,1,0,0,0,0,GSP,56720,0,SAT,1144646,0,1027,990
1709,GSPSEA,0,1,0,1,0,0,GSP,56720,0,SEA,563374,0,2234,1381
1710,GSPSFO,0,1,0,1,0,0,GSP,56720,0,SFO,776733,1,2248,1568
1711,GSPSLC,0,1,0,0,0,0,GSP,56720,0,SLC,181743,0,1680,1075
1712,GSPSTL,1,0,0,0,0,0,GSP,56720,0,STL,348189,0,524,1589
1713,GSPTPA,0,1,0,1,0,0,GSP,56720,0,TPA,303447,1,478,1952
1714,HOUIAD,0,1,0,0,1,0,HOU,1953631,0,IAD,572059,0,1229,1931
1715,HOUICT,1,0,0,0,0,0,HOU,1953631,0,ICT,344284,0,566,402
1716,HOUIND,0,0,0,0,0,1,HOU,1953631,0,IND,781870,0,862,3435
1717,HOUISP,0,0,0,0,0,1,HOU,1953631,0,ISP,17932,0,1465,3440
1718,HOUJAN,0,0,0,0,0,1,HOU,1953631,0,JAN,184256,0,359,9617
1719,HOUJAX,0,1,0,0,1,1,HOU,1953631,0,JAX,735617,1,816,2718
1720,HOUJFK,0,0,0,0,0,0,HOU,1953631,0,JFK,8008278,0,1439,201
1721,HOULAX,1,0,0,0,0,1,HOU,1953631,0,LAX,3694820,1,1390,20059
1722,HOULEX,0,1,0,0,0,0,HOU,1953631,0,LEX,260512,0,847,420
1723,HOULGA,1,1,0,0,1,0,HOU,1953631,0,LGA,8008278,0,1428,10525
1724,HOULIT,0,0,0,0,0,1,HOU,1953631,0,LIT,183133,0,393,6635
1725,HOUMBS,0,0,0,0,0,0,HOU,1953631,0,MBS,61799,0,1149,13
1726,HOUMCI,1,0,0,0,0,1,HOU,1953631,0,MCI,441545,0,666,8827
1727,HOUMCO,0,1,0,0,1,1,HOU,1953631,0,MCO,185951,1,848,11992
1728,HOUMDW,0,0,0,0,1,1,HOU,1953631,0,MDW,2896016,0,937,16320
1729,HOUMEM,0,0,0,0,1,0,HOU,1953631,0,MEM,650100,0,484,776
1730,HOUMIA,0,0,0,0,1,0,HOU,1953631,0,MIA,362470,1,988,891
1731,HOUMKE,0,0,0,0,1,0,HOU,1953631,0,MKE,596974,0,1008,486
1732,HOUMSY,0,0,0,0,0,1,HOU,1953631,0,MSY,484674,0,303,51956
1733,HOUOAK,1,0,0,0,0,1,HOU,1953631,0,OAK,399484,1,1642,5221
1734,HOUOKC,0,0,0,0,0,1,HOU,1953631,0,OKC,506132,0,419,11824
1735,HOUOMA,1,0,0,0,0,1,HOU,1953631,0,OMA,390007,0,804,1260
1736,HOUORD,1,1,0,0,0,0,HOU,1953631,0,ORD,2896016,0,949,1136
1737,HOUORF,0,1,0,0,0,0,HOU,1953631,0,ORF,234403,0,1209,1058
1738,HOUPBI,0,0,0,0,0,0,HOU,1953631,0,PBI,82103,1,955,969
1739,HOUPDX,0,0,0,0,0,1,HOU,1953631,0,PDX,529121,0,1843,1882
1740,HOUPHF,0,0,0,0,1,0,HOU,1953631,0,PHF,180150,0,1204,1067
1741,HOUPVD,0,0,0,0,0,1,HOU,1953631,0,PVD,173618,0,1571,4159
1742,HOURDU,0,1,0,0,1,1,HOU,1953631,0,RDU,463128,0,1050,3820
